category,meta,meta,commod,commod,commod,signals int,actions,actions,actions,actions,actions,scores,scores,scores,scores,clock,clock,clock,clock,clock,clock,clock,utils,utils,utils,utils,utils
series, state,action picked,hunger,energy,fun,drowsy,bored,sleep,eat,work,relax,hunger,energy,fun,total,ts,ts - hour,date,period - day,period - week,period - year,type_day,bored,sleep,eat,work,relax
0,bored,bored,99.0,99.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.15,-1,0.0
1,bored,bored,98.0,98.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 00:15:00,2024-01-01 01:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.13503756273555376,-1,0.0
2,bored,bored,97.0,97.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 00:30:00,2024-01-01 01:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.1201505037879432,-1,0.0
3,bored,bored,96.0,96.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 00:45:00,2024-01-01 01:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.10533920677422212,-1,0.0
4,bored,bored,95.0,95.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 01:00:00,2024-01-01 01:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.09060406122874029,-1,0.0
5,bored,bored,94.0,94.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 01:15:00,2024-01-01 02:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.07594546275685152,-1,0.0
6,bored,bored,93.0,93.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 01:30:00,2024-01-01 02:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.06136381319426973,-1,0.0
7,bored,bored,92.0,92.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 01:45:00,2024-01-01 02:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.04685952077234487,-1,0.0
8,bored,bored,91.0,91.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 02:00:00,2024-01-01 02:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.03243300028954041,-1,0.0
9,bored,bored,90.0,90.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 02:15:00,2024-01-01 03:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.018084673289420622,-1,0.0
10,bored,bored,89.0,89.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 02:30:00,2024-01-01 03:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,-0.00381496824546243,-1,0.0
11,bored,bored,88.0,88.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 02:45:00,2024-01-01 03:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,0.010375679246962283,-1,0.0
12,bored,bored,87.0,87.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 03:00:00,2024-01-01 03:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.0,0.024486826271076373,-1,0.0
13,bored,bored,86.0,86.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 03:15:00,2024-01-01 04:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.010000000000000009,0.03851802238127314,-1,0.0
14,bored,bored,85.0,85.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 03:30:00,2024-01-01 04:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.020000000000000018,0.05246880938736945,-1,0.0
15,bored,bored,84.0,84.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 03:45:00,2024-01-01 04:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.030000000000000027,0.06633872113010467,-1,0.0
16,bored,bored,83.0,83.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 04:00:00,2024-01-01 04:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.040000000000000036,0.08012728324741894,-1,0.0
17,bored,bored,82.0,82.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 04:15:00,2024-01-01 05:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.050000000000000044,0.09383401293102325,-1,0.0
18,bored,bored,81.0,81.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 04:30:00,2024-01-01 05:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.06000000000000005,0.1074584186727319,-1,0.0
19,bored,bored,80.0,80.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 04:45:00,2024-01-01 05:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.06999999999999995,0.12099999999999991,-1,0.0
20,bored,bored,79.0,79.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 05:00:00,2024-01-01 05:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.07999999999999996,0.1344582472000672,-1,0.0
21,bored,bored,78.0,78.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 05:15:00,2024-01-01 06:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.08999999999999997,0.14783264103206842,-1,0.0
22,eat,eat,89.0,77.0,100.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-01 05:30:00,2024-01-01 06:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.09999999999999998,0.1611226524264279,-1,0.0
23,eat,eat,99.0,76.0,100.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-01 05:45:00,2024-01-01 06:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.10999999999999999,0.26037567924696225,-1,0.0
24,bored,bored,98.0,75.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 06:00:00,2024-01-01 06:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.12,0.11496243726444624,-1,0.0
25,bored,bored,97.0,74.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 06:15:00,2024-01-01 07:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.13,-0.1201505037879432,-1,0.0
26,bored,bored,96.0,73.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 06:30:00,2024-01-01 07:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.14,-0.10533920677422212,-1,0.0
27,bored,bored,95.0,72.0,100.0,-1,1,0,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 06:45:00,2024-01-01 07:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.15000000000000002,-0.09060406122874029,-1,0.0
28,sleep,sleep,94.0,87.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 07:00:00,2024-01-01 07:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.16000000000000003,-0.07594546275685152,-1,0.0
29,sleep,sleep,93.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 07:15:00,2024-01-01 08:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.91,-0.06136381319426973,-1,0.0
30,sleep,sleep,92.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 07:30:00,2024-01-01 08:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.79,-0.04685952077234487,-1,0.0
31,sleep,sleep,91.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 07:45:00,2024-01-01 08:00:00,2024-01-01,SUNRISE,MONDAY,WINTER,work,0.16,0.79,-0.03243300028954041,-1,0.0
32,sleep,sleep,90.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 08:00:00,2024-01-01 08:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,-0.018084673289420622,-1,0.0
33,sleep,sleep,89.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 08:15:00,2024-01-01 09:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,-0.00381496824546243,-1,0.0
34,sleep,sleep,88.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 08:30:00,2024-01-01 09:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,0.010375679246962283,-1,0.0
35,sleep,sleep,87.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 08:45:00,2024-01-01 09:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,0.024486826271076373,-1,0.0
36,sleep,sleep,86.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 09:00:00,2024-01-01 09:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,0.03851802238127314,-1,0.0
37,work,work,85.0,98.0,99.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 09:15:00,2024-01-01 10:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.79,0.05246880938736945,1,0.0
38,work,work,84.0,97.0,98.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 09:30:00,2024-01-01 10:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.06633872113010467,1,0.010000000000000009
39,work,work,83.0,96.0,97.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 09:45:00,2024-01-01 10:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.08012728324741894,1,0.020000000000000018
40,work,work,82.0,95.0,96.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 10:00:00,2024-01-01 10:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.09383401293102325,1,0.030000000000000027
41,work,work,81.0,94.0,95.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 10:15:00,2024-01-01 11:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.1074584186727319,1,0.040000000000000036
42,work,work,80.0,93.0,94.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 10:30:00,2024-01-01 11:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.12099999999999991,1,0.050000000000000044
43,work,work,79.0,92.0,93.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 10:45:00,2024-01-01 11:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.1344582472000672,1,0.06000000000000005
44,work,work,78.0,91.0,92.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 11:00:00,2024-01-01 11:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.14783264103206842,1,0.06999999999999995
45,work,work,77.0,90.0,91.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 11:15:00,2024-01-01 12:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.1611226524264279,1,0.07999999999999996
46,work,work,76.0,89.0,90.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 11:30:00,2024-01-01 12:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.17432774217080663,1,0.08999999999999997
47,work,work,75.0,88.0,89.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 11:45:00,2024-01-01 12:00:00,2024-01-01,MORNING,MONDAY,WINTER,work,0.16,0.0,0.18744736058181757,1,0.09999999999999998
48,work,work,74.0,87.0,88.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 12:00:00,2024-01-01 12:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.0,0.200480947161671,1,0.10999999999999999
49,work,work,73.0,86.0,87.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 12:15:00,2024-01-01 13:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.010000000000000009,0.21342793023884568,1,0.12
50,work,work,72.0,85.0,86.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 12:30:00,2024-01-01 13:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.020000000000000018,0.2262877265918202,1,0.13
51,work,work,71.0,84.0,85.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 12:45:00,2024-01-01 13:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.030000000000000027,0.239059741054823,1,0.14
52,work,work,70.0,83.0,84.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 13:00:00,2024-01-01 13:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.040000000000000036,0.25174336610447856,1,0.15000000000000002
53,eat,eat,81.0,82.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-01 13:15:00,2024-01-01 14:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.050000000000000044,0.2643379814261472,-1,0.16000000000000003
54,eat,eat,92.0,81.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-01 13:30:00,2024-01-01 14:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.06000000000000005,0.3709999999999999,-1,0.16000000000000003
55,eat,eat,99.0,80.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-01 13:45:00,2024-01-01 14:00:00,2024-01-01,NOON,MONDAY,WINTER,work,0.16,0.06999999999999995,0.2175669997104596,-1,0.16000000000000003
56,relax,relax,98.0,79.0,100.0,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-01 14:00:00,2024-01-01 14:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.07999999999999996,0.11496243726444624,-1,0.16000000000000003
57,work,work,97.0,78.0,99.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 14:15:00,2024-01-01 15:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.08999999999999997,-0.1201505037879432,1,0.4
58,work,work,96.0,77.0,98.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 14:30:00,2024-01-01 15:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.09999999999999998,-0.10533920677422212,1,0.010000000000000009
59,work,work,95.0,76.0,97.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 14:45:00,2024-01-01 15:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.10999999999999999,-0.09060406122874029,1,0.020000000000000018
60,work,work,94.0,75.0,96.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 15:00:00,2024-01-01 15:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.12,-0.07594546275685152,1,0.030000000000000027
61,work,work,93.0,74.0,95.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 15:15:00,2024-01-01 16:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.13,-0.06136381319426973,1,0.040000000000000036
62,work,work,92.0,73.0,94.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 15:30:00,2024-01-01 16:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.14,-0.04685952077234487,1,0.050000000000000044
63,work,work,91.0,72.0,93.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 15:45:00,2024-01-01 16:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.15000000000000002,-0.03243300028954041,1,0.06000000000000005
64,work,work,90.0,71.0,92.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 16:00:00,2024-01-01 16:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.16000000000000003,-0.018084673289420622,1,0.06999999999999995
65,work,work,89.0,70.0,91.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 16:15:00,2024-01-01 17:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.17000000000000004,-0.00381496824546243,1,0.07999999999999996
66,work,work,88.0,69.0,90.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 16:30:00,2024-01-01 17:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.18000000000000005,0.010375679246962283,1,0.08999999999999997
67,work,work,87.0,68.0,89.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 16:45:00,2024-01-01 17:00:00,2024-01-01,AFTERNOON,MONDAY,WINTER,work,0.16,0.19000000000000006,0.024486826271076373,1,0.09999999999999998
68,work,work,86.0,67.0,88.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 17:00:00,2024-01-01 17:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.19999999999999996,0.03851802238127314,1,0.10999999999999999
69,work,work,85.0,66.0,87.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 17:15:00,2024-01-01 18:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.20999999999999996,0.05246880938736945,1,0.12
70,work,work,84.0,65.0,86.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 17:30:00,2024-01-01 18:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.21999999999999997,0.06633872113010467,1,0.13
71,work,work,83.0,64.0,85.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 17:45:00,2024-01-01 18:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.22999999999999998,0.08012728324741894,1,0.14
72,work,work,82.0,63.0,84.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 18:00:00,2024-01-01 18:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.24,0.09383401293102325,1,0.15000000000000002
73,work,work,81.0,62.0,83.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 18:15:00,2024-01-01 19:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.25,0.1074584186727319,1,0.16000000000000003
74,work,work,80.0,61.0,82.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 18:30:00,2024-01-01 19:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.26,0.12099999999999991,1,0.17000000000000004
75,work,work,79.0,60.0,81.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 18:45:00,2024-01-01 19:00:00,2024-01-01,SUNSET,MONDAY,WINTER,work,0.16,0.27,0.1344582472000672,1,0.18000000000000005
76,work,work,78.0,59.0,80.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-01 19:00:00,2024-01-01 19:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.28,0.14783264103206842,1,0.18999999999999995
77,sleep,sleep,77.0,74.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 19:15:00,2024-01-01 20:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.29000000000000004,0.1611226524264279,-1,0.19999999999999996
78,sleep,sleep,76.0,89.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 19:30:00,2024-01-01 20:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,1.0,0.17432774217080663,-1,0.19999999999999996
79,sleep,sleep,75.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 19:45:00,2024-01-01 20:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.89,0.18744736058181757,-1,0.19999999999999996
80,sleep,sleep,74.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 20:00:00,2024-01-01 20:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.200480947161671,-1,0.19999999999999996
81,sleep,sleep,73.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 20:15:00,2024-01-01 21:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.21342793023884568,-1,0.19999999999999996
82,sleep,sleep,72.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 20:30:00,2024-01-01 21:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.2262877265918202,-1,0.19999999999999996
83,sleep,sleep,71.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 20:45:00,2024-01-01 21:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.239059741054823,-1,0.19999999999999996
84,sleep,sleep,70.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 21:00:00,2024-01-01 21:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.25174336610447856,-1,0.19999999999999996
85,sleep,sleep,69.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 21:15:00,2024-01-01 22:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.2643379814261472,-1,0.19999999999999996
86,sleep,sleep,68.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 21:30:00,2024-01-01 22:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.27684295345865284,-1,0.19999999999999996
87,sleep,sleep,67.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 21:45:00,2024-01-01 22:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.2892576349159981,-1,0.19999999999999996
88,sleep,sleep,66.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 22:00:00,2024-01-01 22:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.30158136428454574,-1,0.19999999999999996
89,sleep,sleep,65.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 22:15:00,2024-01-01 23:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.31381346529402654,-1,0.19999999999999996
90,sleep,sleep,64.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 22:30:00,2024-01-01 23:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.3259532463605942,-1,0.19999999999999996
91,sleep,sleep,63.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 22:45:00,2024-01-01 23:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.33799999999999997,-1,0.19999999999999996
92,sleep,sleep,62.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 23:00:00,2024-01-01 23:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.34995300220879233,-1,0.19999999999999996
93,sleep,sleep,61.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 23:15:00,2024-01-02 00:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.3618115118112677,-1,0.19999999999999996
94,sleep,sleep,60.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 23:30:00,2024-01-02 00:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.37357476976969406,-1,0.19999999999999996
95,sleep,sleep,59.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-01 23:45:00,2024-01-02 00:00:00,2024-01-01,NIGHT,MONDAY,WINTER,work,0.16,0.79,0.38524199845511,-1,0.19999999999999996
96,sleep,sleep,58.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 00:00:00,2024-01-02 00:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.3968124008757522,-1,0.19999999999999996
97,sleep,sleep,57.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 00:15:00,2024-01-02 01:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.40828515985989333,-1,0.19999999999999996
98,sleep,sleep,56.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 00:30:00,2024-01-02 01:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.41965943718956733,-1,0.19999999999999996
99,sleep,sleep,55.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 00:45:00,2024-01-02 01:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.4309343726813185,-1,0.19999999999999996
100,sleep,sleep,54.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 01:00:00,2024-01-02 01:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.4421090832097384,-1,0.19999999999999996
101,sleep,sleep,53.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 01:15:00,2024-01-02 02:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.45318266166912513,-1,0.19999999999999996
102,sleep,sleep,52.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 01:30:00,2024-01-02 02:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.46415417586813246,-1,0.19999999999999996
103,sleep,sleep,51.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 01:45:00,2024-01-02 02:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.47502266735174514,-1,0.19999999999999996
104,sleep,sleep,50.0,99.0,80.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-02 02:00:00,2024-01-02 02:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.4857871501443146,-1,0.19999999999999996
105,sleep,sleep,49.0,99.0,80.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-02 02:15:00,2024-01-02 03:00:00,2024-01-02,NIGHT,TUESDAY,WINTER,work,0.16,0.79,0.49644660940672625,-1,0.19999999999999996
