category,meta,meta,meta,commod,commod,commod,signals int,actions,actions,actions,actions,actions,clock,clock,clock,clock,utils,utils,utils,utils,utils
series,id_agent, state,action picked,hunger,energy,fun,drowsy,bored,sleep,eat,work,watch tv,ts,period - day,period - week,period - year,bored,sleep,eat,work,watch tv
935,1,bored,bored,82.0,37.5,59.0,-1,1,0,0,0,0,2024-01-10 17:45:00,SUNSET,WEDNESDAY,WINTER,0.3,0.11499999999999999,0.14383401293102324,-1,0.29654766681380507
936,1,bored,bored,81.0,36.5,59.0,-1,1,0,0,0,0,2024-01-10 18:00:00,SUNSET,WEDNESDAY,WINTER,0.3,0.125,0.1574584186727319,-1,0.29654766681380507
937,1,bored,bored,80.0,35.5,59.0,-1,1,0,0,0,0,2024-01-10 18:15:00,SUNSET,WEDNESDAY,WINTER,0.3,0.135,0.1709999999999999,-1,0.29654766681380507
938,1,bored,bored,79.0,34.5,59.0,-1,1,0,0,0,0,2024-01-10 18:30:00,SUNSET,WEDNESDAY,WINTER,0.3,0.14500000000000002,0.18445824720006718,-1,0.29654766681380507
939,1,bored,bored,78.0,33.5,59.0,-1,1,0,0,0,0,2024-01-10 18:45:00,SUNSET,WEDNESDAY,WINTER,0.3,0.15500000000000003,0.1978326410320684,-1,0.29654766681380507
940,1,bored,bored,77.0,32.5,59.0,-1,1,0,0,0,0,2024-01-10 19:00:00,NIGHT,WEDNESDAY,WINTER,0.3,0.16500000000000004,0.2111226524264279,-1,0.29654766681380507
941,1,bored,bored,76.0,31.5,59.0,-1,1,0,0,0,0,2024-01-10 19:15:00,NIGHT,WEDNESDAY,WINTER,0.3,0.17500000000000004,0.22432774217080662,-1,0.29654766681380507
942,1,bored,bored,75.0,30.5,59.0,-1,1,0,0,0,0,2024-01-10 19:30:00,NIGHT,WEDNESDAY,WINTER,0.3,0.18500000000000005,0.23744736058181756,-1,0.29654766681380507
943,1,bored,bored,74.0,29.5,59.0,-1,1,0,0,0,0,2024-01-10 19:45:00,NIGHT,WEDNESDAY,WINTER,0.3,0.19500000000000006,0.250480947161671,-1,0.29654766681380507
944,1,bored,bored,73.0,28.5,59.0,-1,1,0,0,0,0,2024-01-10 20:00:00,NIGHT,WEDNESDAY,WINTER,0.3,0.20500000000000007,0.2634279302388457,-1,0.29654766681380507
945,1,bored,bored,72.0,27.5,59.0,-1,1,0,0,0,0,2024-01-10 20:15:00,NIGHT,WEDNESDAY,WINTER,0.3,0.21500000000000008,0.2762877265918202,-1,0.29654766681380507
946,1,bored,bored,71.0,26.5,59.0,-1,1,0,0,0,0,2024-01-10 20:30:00,NIGHT,WEDNESDAY,WINTER,0.3,0.22499999999999998,0.289059741054823,-1,0.29654766681380507
947,1,eat,eat,95.0,25.5,59.0,-1,0,0,1,0,0,2024-01-10 20:45:00,NIGHT,WEDNESDAY,WINTER,0.3,0.235,0.3017433661044786,-1,0.29654766681380507
948,1,bored,bored,94.0,24.5,59.0,-1,1,0,0,0,0,2024-01-10 21:00:00,NIGHT,WEDNESDAY,WINTER,0.3,0.245,0.17405453724314848,-1,0.29654766681380507
949,1,bored,bored,93.0,23.5,59.0,-1,1,0,0,0,0,2024-01-10 21:15:00,NIGHT,WEDNESDAY,WINTER,0.3,0.255,-0.01136381319426974,-1,0.29654766681380507
950,1,bored,bored,92.0,22.5,59.0,-1,1,0,0,0,0,2024-01-10 21:30:00,NIGHT,WEDNESDAY,WINTER,0.3,0.265,0.0031404792276551186,-1,0.29654766681380507
951,1,bored,bored,91.0,21.5,59.0,-1,1,0,0,0,0,2024-01-10 21:45:00,NIGHT,WEDNESDAY,WINTER,0.3,0.275,0.01756699971045958,-1,0.29654766681380507
952,1,bored,bored,90.0,20.5,59.0,-1,1,0,0,0,0,2024-01-10 22:00:00,NIGHT,WEDNESDAY,WINTER,0.3,0.28500000000000003,0.03191532671057937,-1,0.29654766681380507
953,1,bored,bored,89.0,19.5,59.0,-1,1,0,0,0,0,2024-01-10 22:15:00,NIGHT,WEDNESDAY,WINTER,0.3,0.29500000000000004,0.04618503175453756,-1,0.29654766681380507
954,1,sleep,sleep,88.0,21.0,59.0,-1,0,1,0,0,0,2024-01-10 22:30:00,NIGHT,WEDNESDAY,WINTER,0.3,0.30499999999999994,0.06037567924696227,-1,0.29654766681380507
955,1,sleep,sleep,87.0,22.5,59.0,-1,0,1,0,0,0,2024-01-10 22:45:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.07448682627107636,-1,0.29654766681380507
956,1,sleep,sleep,86.0,24.0,59.0,-1,0,1,0,0,0,2024-01-10 23:00:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.08851802238127313,-1,0.29654766681380507
957,1,sleep,sleep,85.0,25.5,59.0,-1,0,1,0,0,0,2024-01-10 23:15:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.10246880938736944,-1,0.29654766681380507
958,1,sleep,sleep,84.0,27.0,59.0,-1,0,1,0,0,0,2024-01-10 23:30:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.11633872113010466,-1,0.29654766681380507
959,1,sleep,sleep,83.0,28.5,59.0,-1,0,1,0,0,0,2024-01-10 23:45:00,NIGHT,WEDNESDAY,WINTER,0.3,1.0,0.13012728324741893,-1,0.29654766681380507
960,1,sleep,sleep,82.0,30.0,59.0,-1,0,1,0,0,0,2024-01-11 00:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.14383401293102324,-1,0.29654766681380507
961,1,sleep,sleep,81.0,31.5,59.0,-1,0,1,0,0,0,2024-01-11 00:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.1574584186727319,-1,0.29654766681380507
962,1,sleep,sleep,80.0,33.0,59.0,-1,0,1,0,0,0,2024-01-11 00:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.1709999999999999,-1,0.29654766681380507
963,1,sleep,sleep,79.0,34.5,59.0,-1,0,1,0,0,0,2024-01-11 00:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.18445824720006718,-1,0.29654766681380507
964,1,sleep,sleep,78.0,36.0,59.0,-1,0,1,0,0,0,2024-01-11 01:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.1978326410320684,-1,0.29654766681380507
965,1,sleep,sleep,77.0,37.5,59.0,-1,0,1,0,0,0,2024-01-11 01:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.2111226524264279,-1,0.29654766681380507
966,1,sleep,sleep,76.0,39.0,59.0,-1,0,1,0,0,0,2024-01-11 01:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.22432774217080662,-1,0.29654766681380507
967,1,sleep,sleep,75.0,40.5,59.0,-1,0,1,0,0,0,2024-01-11 01:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.23744736058181756,-1,0.29654766681380507
968,1,sleep,sleep,74.0,42.0,59.0,-1,0,1,0,0,0,2024-01-11 02:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.250480947161671,-1,0.29654766681380507
969,1,sleep,sleep,73.0,43.5,59.0,-1,0,1,0,0,0,2024-01-11 02:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.2634279302388457,-1,0.29654766681380507
970,1,sleep,sleep,72.0,45.0,59.0,-1,0,1,0,0,0,2024-01-11 02:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.2762877265918202,-1,0.29654766681380507
971,1,sleep,sleep,71.0,46.5,59.0,-1,0,1,0,0,0,2024-01-11 02:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.289059741054823,-1,0.29654766681380507
972,1,sleep,sleep,70.0,48.0,59.0,-1,0,1,0,0,0,2024-01-11 03:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3017433661044786,-1,0.29654766681380507
973,1,sleep,sleep,69.0,49.5,59.0,-1,0,1,0,0,0,2024-01-11 03:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3143379814261472,-1,0.29654766681380507
974,1,sleep,sleep,68.0,51.0,59.0,-1,0,1,0,0,0,2024-01-11 03:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3268429534586529,-1,0.29654766681380507
975,1,sleep,sleep,67.0,52.5,59.0,-1,0,1,0,0,0,2024-01-11 03:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.33925763491599814,-1,0.29654766681380507
976,1,sleep,sleep,66.0,54.0,59.0,-1,0,1,0,0,0,2024-01-11 04:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3515813642845458,-1,0.29654766681380507
977,1,sleep,sleep,65.0,55.5,59.0,-1,0,1,0,0,0,2024-01-11 04:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3638134652940266,-1,0.29654766681380507
978,1,sleep,sleep,64.0,57.0,59.0,-1,0,1,0,0,0,2024-01-11 04:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.37595324636059424,-1,0.29654766681380507
979,1,sleep,sleep,63.0,58.5,59.0,-1,0,1,0,0,0,2024-01-11 04:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.388,-1,0.29654766681380507
980,1,sleep,sleep,62.0,60.0,59.0,-1,0,1,0,0,0,2024-01-11 05:00:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.3999530022087924,-1,0.29654766681380507
981,1,sleep,sleep,61.0,61.5,59.0,-1,0,1,0,0,0,2024-01-11 05:15:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.41181151181126774,-1,0.29654766681380507
982,1,sleep,sleep,60.0,63.0,59.0,-1,0,1,0,0,0,2024-01-11 05:30:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.4235747697696941,-1,0.29654766681380507
983,1,sleep,sleep,59.0,64.5,59.0,-1,0,1,0,0,0,2024-01-11 05:45:00,NIGHT,THURSDAY,WINTER,0.3,1.0,0.43524199845511,-1,0.29654766681380507
984,1,sleep,sleep,58.0,66.0,59.0,-1,0,1,0,0,0,2024-01-11 06:00:00,SUNRISE,THURSDAY,WINTER,0.3,1.0,0.44681240087575225,-1,0.29654766681380507
985,1,sleep,sleep,57.0,67.5,59.0,-1,0,1,0,0,0,2024-01-11 06:15:00,SUNRISE,THURSDAY,WINTER,0.3,1.0,0.4582851598598934,-1,0.29654766681380507
986,1,sleep,sleep,56.0,69.0,59.0,-1,0,1,0,0,0,2024-01-11 06:30:00,SUNRISE,THURSDAY,WINTER,0.3,1.0,0.4696594371895674,-1,0.29654766681380507
987,1,sleep,sleep,55.0,70.5,59.0,-1,0,1,0,0,0,2024-01-11 06:45:00,SUNRISE,THURSDAY,WINTER,0.3,1.0,0.48093437268131856,-1,0.29654766681380507
988,1,sleep,sleep,54.0,72.0,59.0,-1,0,1,0,0,0,2024-01-11 07:00:00,SUNRISE,THURSDAY,WINTER,0.3,0.995,0.49210908320973845,-1,0.29654766681380507
989,1,sleep,sleep,53.0,73.5,59.0,-1,0,1,0,0,0,2024-01-11 07:15:00,SUNRISE,THURSDAY,WINTER,0.3,0.98,0.5031826616691252,-1,0.29654766681380507
990,1,sleep,sleep,52.0,75.0,59.0,-1,0,1,0,0,0,2024-01-11 07:30:00,SUNRISE,THURSDAY,WINTER,0.3,0.965,0.5141541758681325,-1,0.29654766681380507
991,1,sleep,sleep,51.0,76.5,59.0,-1,0,1,0,0,0,2024-01-11 07:45:00,SUNRISE,THURSDAY,WINTER,0.3,0.95,0.5250226673517452,-1,0.29654766681380507
992,1,sleep,sleep,50.0,78.0,59.0,-1,0,1,0,0,0,2024-01-11 08:00:00,MORNING,THURSDAY,WINTER,0.3,0.9349999999999999,0.5357871501443147,-1,0.29654766681380507
993,1,sleep,sleep,49.0,79.5,59.0,-1,0,1,0,0,0,2024-01-11 08:15:00,MORNING,THURSDAY,WINTER,0.3,0.9199999999999999,0.5464466094067263,-1,0.29654766681380507
994,1,sleep,sleep,48.0,81.0,59.0,-1,0,1,0,0,0,2024-01-11 08:30:00,MORNING,THURSDAY,WINTER,0.3,0.9049999999999999,0.557,-1,0.29654766681380507
995,1,sleep,sleep,47.0,82.5,59.0,-1,0,1,0,0,0,2024-01-11 08:45:00,MORNING,THURSDAY,WINTER,0.3,0.8899999999999999,0.5674462449467755,-1,0.29654766681380507
996,1,sleep,sleep,46.0,84.0,59.0,-1,0,1,0,0,0,2024-01-11 09:00:00,MORNING,THURSDAY,WINTER,0.3,0.875,0.577784233781151,-1,0.29654766681380507
997,1,work,work,45.0,83.0,58.0,-1,0,0,0,1,0,2024-01-11 09:15:00,MORNING,THURSDAY,WINTER,0.3,0.86,0.5880128207762377,1,0.29654766681380507
998,1,work,work,44.0,82.0,57.0,-1,0,0,0,1,0,2024-01-11 09:30:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.5981308230375284,1,0.30451890529407544
999,1,work,work,43.0,81.0,56.0,-1,0,0,0,1,0,2024-01-11 09:45:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6081370184487248,1,0.31253609004877014
1000,1,work,work,42.0,80.0,55.0,-1,0,0,0,1,0,2024-01-11 10:00:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6180301434550141,1,0.3206002991032757
1001,1,work,work,41.0,79.0,54.0,-1,0,0,0,1,0,2024-01-11 10:15:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6278088906668698,1,0.3287126555413432
1002,1,work,work,40.0,78.0,53.0,-1,0,0,0,1,0,2024-01-11 10:30:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6374719062652533,1,0.33687433024473035
1003,1,work,work,39.0,77.0,52.0,-1,0,0,0,1,0,2024-01-11 10:45:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6470177871865296,1,0.34508654485342705
1004,1,work,work,38.0,76.0,51.0,-1,0,0,0,1,0,2024-01-11 11:00:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6564450780624624,1,0.3533505749687378
1005,1,work,work,37.0,75.0,50.0,-1,0,0,0,1,0,2024-01-11 11:15:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.6657522678871789,1,0.3616677536242159
1006,1,work,work,36.0,74.0,49.0,-1,0,0,0,1,0,2024-01-11 11:30:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.674937786378966,1,0.3700394750525634
1007,1,work,work,35.0,73.0,48.0,-1,0,0,0,1,0,2024-01-11 11:45:00,MORNING,THURSDAY,WINTER,0.3,0.0,0.684,1,0.37846719878017954
1008,1,work,work,34.0,72.0,47.0,-1,0,0,0,1,0,2024-01-11 12:00:00,NOON,THURSDAY,WINTER,0.3,0.0,0.6929372075915134,1,0.38695245408515755
1009,1,work,work,33.0,71.0,46.0,-1,0,0,0,1,0,2024-01-11 12:15:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7017476355752598,1,0.3954968448592666
1010,1,work,work,32.0,70.0,45.0,-1,0,0,0,1,0,2024-01-11 12:30:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7104294326642451,1,0.4041020549199422
1011,1,work,work,31.0,69.0,44.0,-1,0,0,0,1,0,2024-01-11 12:45:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7189806640162438,1,0.41276985382467046
1012,1,work,work,30.0,68.0,43.0,-1,0,0,0,1,0,2024-01-11 13:00:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7273993047522693,1,0.421502103247555
1013,1,eat,eat,54.0,67.0,43.0,-1,0,0,1,0,0,2024-01-11 13:15:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7356832327484503,-1,0.43030076398649986
1014,1,eat,eat,78.0,66.0,43.0,-1,0,0,1,0,0,2024-01-11 13:30:00,NOON,THURSDAY,WINTER,0.3,0.0,0.7031826616691251,-1,0.43030076398649986
1015,1,watch tv,watch tv,77.0,65.0,45.5,-1,0,0,0,0,1,2024-01-11 13:45:00,NOON,THURSDAY,WINTER,0.3,0.0,0.41112265242642787,-1,0.43030076398649986
1016,1,watch tv,watch tv,76.0,64.0,48.0,-1,0,0,0,0,1,2024-01-11 14:00:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.22432774217080662,-1,0.4084280166500076
1017,1,work,work,75.0,63.0,47.0,-1,0,0,0,1,0,2024-01-11 14:15:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.23744736058181756,1,0.38695245408515755
1018,1,work,work,74.0,62.0,46.0,-1,0,0,0,1,0,2024-01-11 14:30:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.250480947161671,1,0.3954968448592666
1019,1,work,work,73.0,61.0,45.0,-1,0,0,0,1,0,2024-01-11 14:45:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.2634279302388457,1,0.4041020549199422
1020,1,work,work,72.0,60.0,44.0,-1,0,0,0,1,0,2024-01-11 15:00:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.2762877265918202,1,0.41276985382467046
1021,1,work,work,71.0,59.0,43.0,-1,0,0,0,1,0,2024-01-11 15:15:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.289059741054823,1,0.421502103247555
1022,1,work,work,70.0,58.0,42.0,-1,0,0,0,1,0,2024-01-11 15:30:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.3017433661044786,1,0.43030076398649986
1023,1,work,work,69.0,57.0,41.0,-1,0,0,0,1,0,2024-01-11 15:45:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.3143379814261472,1,0.4391679036795618
1024,1,work,work,68.0,56.0,40.0,-1,0,0,0,1,0,2024-01-11 16:00:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.3268429534586529,1,0.4481057053209291
1025,1,work,work,67.0,55.0,39.0,-1,0,0,0,1,0,2024-01-11 16:15:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.33925763491599814,1,0.4571164766810186
1026,1,work,work,66.0,54.0,38.0,-1,0,0,0,1,0,2024-01-11 16:30:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.3515813642845458,1,0.46620266075180805
1027,1,work,work,65.0,53.0,37.0,-1,0,0,0,1,0,2024-01-11 16:45:00,AFTERNOON,THURSDAY,WINTER,0.3,0.0,0.3638134652940266,1,0.47536684735828394
1028,1,work,work,64.0,52.0,36.0,-1,0,0,0,1,0,2024-01-11 17:00:00,SUNSET,THURSDAY,WINTER,0.3,0.0,0.37595324636059424,1,0.4846117861004893
1029,1,work,work,63.0,51.0,35.0,-1,0,0,0,1,0,2024-01-11 17:15:00,SUNSET,THURSDAY,WINTER,0.3,0.0,0.388,1,0.4939404008189504
1030,1,work,work,62.0,50.0,34.0,-1,0,0,0,1,0,2024-01-11 17:30:00,SUNSET,THURSDAY,WINTER,0.3,0.0,0.3999530022087924,1,0.5033558058103657
1031,1,work,work,61.0,49.0,33.0,-1,0,0,0,1,0,2024-01-11 17:45:00,SUNSET,THURSDAY,WINTER,0.3,0.0,0.41181151181126774,1,0.5128613240617184
1032,1,work,work,60.0,48.0,32.0,-1,0,0,0,1,0,2024-01-11 18:00:00,SUNSET,THURSDAY,WINTER,0.3,0.010000000000000009,0.4235747697696941,1,0.5224605078212179
1033,1,watch tv,watch tv,59.0,47.0,34.5,-1,0,0,0,0,1,2024-01-11 18:15:00,SUNSET,THURSDAY,WINTER,0.3,0.020000000000000018,0.43524199845511,-1,0.5321571618859414
1034,1,watch tv,watch tv,58.0,46.0,37.0,-1,0,0,0,0,1,2024-01-11 18:30:00,SUNSET,THURSDAY,WINTER,0.3,0.030000000000000027,0.44681240087575225,-1,0.5080970843949609
1035,1,watch tv,watch tv,57.0,45.0,39.5,-1,0,0,0,0,1,2024-01-11 18:45:00,SUNSET,THURSDAY,WINTER,0.3,0.040000000000000036,0.4582851598598934,-1,0.4846117861004893
1036,1,eat,eat,81.0,44.0,39.5,-1,0,0,1,0,0,2024-01-11 19:00:00,NIGHT,THURSDAY,WINTER,0.3,0.050000000000000044,0.4696594371895674,-1,0.46164998384964273
1037,1,watch tv,watch tv,80.0,43.0,42.0,-1,0,0,0,0,1,2024-01-11 19:15:00,NIGHT,THURSDAY,WINTER,0.3,0.06000000000000005,0.3709999999999999,-1,0.46164998384964273
1038,1,watch tv,watch tv,79.0,42.0,44.5,-1,0,0,0,0,1,2024-01-11 19:30:00,NIGHT,THURSDAY,WINTER,0.3,0.07000000000000006,0.18445824720006718,-1,0.4391679036795618
1039,1,watch tv,watch tv,78.0,41.0,47.0,-1,0,0,0,0,1,2024-01-11 19:45:00,NIGHT,THURSDAY,WINTER,0.3,0.08000000000000007,0.1978326410320684,-1,0.4171278020814444
1040,1,watch tv,watch tv,77.0,40.0,49.5,-1,0,0,0,0,1,2024-01-11 20:00:00,NIGHT,THURSDAY,WINTER,0.3,0.09000000000000008,0.2111226524264279,-1,0.3954968448592666
1041,1,watch tv,watch tv,76.0,39.0,52.0,-1,0,0,0,0,1,2024-01-11 20:15:00,NIGHT,THURSDAY,WINTER,0.3,0.09999999999999998,0.22432774217080662,-1,0.37424624273878504
1042,1,watch tv,watch tv,75.0,38.0,54.5,-1,0,0,0,0,1,2024-01-11 20:30:00,NIGHT,THURSDAY,WINTER,0.3,0.10999999999999999,0.23744736058181756,-1,0.3533505749687378
1043,1,watch tv,watch tv,74.0,37.0,57.0,-1,0,0,0,0,1,2024-01-11 20:45:00,NIGHT,THURSDAY,WINTER,0.3,0.12,0.250480947161671,-1,0.3327872529833109
1044,1,watch tv,watch tv,73.0,36.0,59.5,-1,0,0,0,0,1,2024-01-11 21:00:00,NIGHT,THURSDAY,WINTER,0.3,0.13,0.2634279302388457,-1,0.31253609004877014
1045,1,bored,bored,72.0,35.0,59.5,-1,1,0,0,0,0,2024-01-11 21:15:00,NIGHT,THURSDAY,WINTER,0.3,0.14,0.2762877265918202,-1,0.29257895223564934
1046,1,bored,bored,71.0,34.0,59.5,-1,1,0,0,0,0,2024-01-11 21:30:00,NIGHT,THURSDAY,WINTER,0.3,0.15000000000000002,0.289059741054823,-1,0.29257895223564934
1047,1,eat,eat,95.0,33.0,59.5,-1,0,0,1,0,0,2024-01-11 21:45:00,NIGHT,THURSDAY,WINTER,0.3,0.15999999999999992,0.3017433661044786,-1,0.29257895223564934
1048,1,bored,bored,94.0,32.0,59.5,-1,1,0,0,0,0,2024-01-11 22:00:00,NIGHT,THURSDAY,WINTER,0.3,0.16999999999999993,0.17405453724314848,-1,0.29257895223564934
1049,1,bored,bored,93.0,31.0,59.5,-1,1,0,0,0,0,2024-01-11 22:15:00,NIGHT,THURSDAY,WINTER,0.3,0.17999999999999994,-0.01136381319426974,-1,0.29257895223564934
1050,1,bored,bored,92.0,30.0,59.5,-1,1,0,0,0,0,2024-01-11 22:30:00,NIGHT,THURSDAY,WINTER,0.3,0.18999999999999995,0.0031404792276551186,-1,0.29257895223564934
1051,1,bored,bored,91.0,29.0,59.5,-1,1,0,0,0,0,2024-01-11 22:45:00,NIGHT,THURSDAY,WINTER,0.3,0.19999999999999996,0.01756699971045958,-1,0.29257895223564934
1052,1,bored,bored,90.0,28.0,59.5,-1,1,0,0,0,0,2024-01-11 23:00:00,NIGHT,THURSDAY,WINTER,0.3,0.20999999999999996,0.03191532671057937,-1,0.29257895223564934
1053,1,bored,bored,89.0,27.0,59.5,-1,1,0,0,0,0,2024-01-11 23:15:00,NIGHT,THURSDAY,WINTER,0.3,0.21999999999999997,0.04618503175453756,-1,0.29257895223564934
1054,1,bored,bored,88.0,26.0,59.5,-1,1,0,0,0,0,2024-01-11 23:30:00,NIGHT,THURSDAY,WINTER,0.3,0.22999999999999998,0.06037567924696227,-1,0.29257895223564934
1055,1,bored,bored,87.0,25.0,59.5,-1,1,0,0,0,0,2024-01-11 23:45:00,NIGHT,THURSDAY,WINTER,0.3,0.24,0.07448682627107636,-1,0.29257895223564934
1056,1,bored,bored,86.0,24.0,59.5,-1,1,0,0,0,0,2024-01-12 00:00:00,NIGHT,FRIDAY,WINTER,0.3,0.25,0.08851802238127313,-1,0.29257895223564934
1057,1,bored,bored,85.0,23.0,59.5,-1,1,0,0,0,0,2024-01-12 00:15:00,NIGHT,FRIDAY,WINTER,0.3,0.26,0.10246880938736944,-1,0.29257895223564934
1058,1,bored,bored,84.0,22.0,59.5,-1,1,0,0,0,0,2024-01-12 00:30:00,NIGHT,FRIDAY,WINTER,0.3,0.27,0.11633872113010466,-1,0.29257895223564934
1059,1,bored,bored,83.0,21.0,59.5,-1,1,0,0,0,0,2024-01-12 00:45:00,NIGHT,FRIDAY,WINTER,0.3,0.28,0.13012728324741893,-1,0.29257895223564934
1060,1,bored,bored,82.0,20.0,59.5,-1,1,0,0,0,0,2024-01-12 01:00:00,NIGHT,FRIDAY,WINTER,0.3,0.29000000000000004,0.14383401293102324,-1,0.29257895223564934
1061,1,sleep,sleep,81.0,21.5,59.5,-1,0,1,0,0,0,2024-01-12 01:15:00,NIGHT,FRIDAY,WINTER,0.3,0.30000000000000004,0.1574584186727319,-1,0.29257895223564934
1062,1,sleep,sleep,80.0,23.0,59.5,-1,0,1,0,0,0,2024-01-12 01:30:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.1709999999999999,-1,0.29257895223564934
1063,1,sleep,sleep,79.0,24.5,59.5,-1,0,1,0,0,0,2024-01-12 01:45:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.18445824720006718,-1,0.29257895223564934
1064,1,sleep,sleep,78.0,26.0,59.5,-1,0,1,0,0,0,2024-01-12 02:00:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.1978326410320684,-1,0.29257895223564934
1065,1,sleep,sleep,77.0,27.5,59.5,-1,0,1,0,0,0,2024-01-12 02:15:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.2111226524264279,-1,0.29257895223564934
1066,1,sleep,sleep,76.0,29.0,59.5,-1,0,1,0,0,0,2024-01-12 02:30:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.22432774217080662,-1,0.29257895223564934
1067,1,sleep,sleep,75.0,30.5,59.5,-1,0,1,0,0,0,2024-01-12 02:45:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.23744736058181756,-1,0.29257895223564934
1068,1,sleep,sleep,74.0,32.0,59.5,-1,0,1,0,0,0,2024-01-12 03:00:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.250480947161671,-1,0.29257895223564934
1069,1,sleep,sleep,73.0,33.5,59.5,-1,0,1,0,0,0,2024-01-12 03:15:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.2634279302388457,-1,0.29257895223564934
1070,1,sleep,sleep,72.0,35.0,59.5,-1,0,1,0,0,0,2024-01-12 03:30:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.2762877265918202,-1,0.29257895223564934
1071,1,sleep,sleep,71.0,36.5,59.5,-1,0,1,0,0,0,2024-01-12 03:45:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.289059741054823,-1,0.29257895223564934
1072,1,sleep,sleep,70.0,38.0,59.5,-1,0,1,0,0,0,2024-01-12 04:00:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.3017433661044786,-1,0.29257895223564934
1073,1,sleep,sleep,69.0,39.5,59.5,-1,0,1,0,0,0,2024-01-12 04:15:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.3143379814261472,-1,0.29257895223564934
1074,1,sleep,sleep,68.0,41.0,59.5,-1,0,1,0,0,0,2024-01-12 04:30:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.3268429534586529,-1,0.29257895223564934
1075,1,sleep,sleep,67.0,42.5,59.5,-1,0,1,0,0,0,2024-01-12 04:45:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.33925763491599814,-1,0.29257895223564934
1076,1,sleep,sleep,66.0,44.0,59.5,-1,0,1,0,0,0,2024-01-12 05:00:00,NIGHT,FRIDAY,WINTER,0.3,1.0,0.3515813642845458,-1,0.29257895223564934
