category,meta,meta,meta,commod,commod,commod,signals int,actions,actions,actions,actions,actions,clock,clock,clock,clock,utils,utils,utils,utils,utils
series,id_agent, state,action picked,hunger,energy,fun,drowsy,bored,sleep,eat,work,watch tv,ts,period - day,period - week,period - year,bored,sleep,eat,work,watch tv
0,1,eat,eat,74.0,99.0,100.0,-1,0,0,1,0,0,2024-01-01 00:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.5464466094067263,-1,0.0
1,1,eat,eat,98.0,98.0,100.0,-1,0,0,1,0,0,2024-01-01 00:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.46342793023884565,-1,0.0
2,1,bored,bored,97.0,97.0,100.0,-1,1,0,0,0,0,2024-01-01 00:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.1298494962120568,-1,0.0
3,1,bored,bored,96.0,96.0,100.0,-1,1,0,0,0,0,2024-01-01 00:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,-0.05533920677422213,-1,0.0
4,1,bored,bored,95.0,95.0,100.0,-1,1,0,0,0,0,2024-01-01 01:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,-0.0406040612287403,-1,0.0
5,1,bored,bored,94.0,94.0,100.0,-1,1,0,0,0,0,2024-01-01 01:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,-0.02594546275685153,-1,0.0
6,1,bored,bored,93.0,93.0,100.0,-1,1,0,0,0,0,2024-01-01 01:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,-0.01136381319426974,-1,0.0
7,1,bored,bored,92.0,92.0,100.0,-1,1,0,0,0,0,2024-01-01 01:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.0031404792276551186,-1,0.0
8,1,bored,bored,91.0,91.0,100.0,-1,1,0,0,0,0,2024-01-01 02:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.01756699971045958,-1,0.0
9,1,bored,bored,90.0,90.0,100.0,-1,1,0,0,0,0,2024-01-01 02:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.03191532671057937,-1,0.0
10,1,bored,bored,89.0,89.0,100.0,-1,1,0,0,0,0,2024-01-01 02:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.04618503175453756,-1,0.0
11,1,bored,bored,88.0,88.0,100.0,-1,1,0,0,0,0,2024-01-01 02:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.06037567924696227,-1,0.0
12,1,bored,bored,87.0,87.0,100.0,-1,1,0,0,0,0,2024-01-01 03:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.07448682627107636,-1,0.0
13,1,bored,bored,86.0,86.0,100.0,-1,1,0,0,0,0,2024-01-01 03:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.08851802238127313,-1,0.0
14,1,bored,bored,85.0,85.0,100.0,-1,1,0,0,0,0,2024-01-01 03:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.10246880938736944,-1,0.0
15,1,bored,bored,84.0,84.0,100.0,-1,1,0,0,0,0,2024-01-01 03:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.11633872113010466,-1,0.0
16,1,bored,bored,83.0,83.0,100.0,-1,1,0,0,0,0,2024-01-01 04:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.13012728324741893,-1,0.0
17,1,bored,bored,82.0,82.0,100.0,-1,1,0,0,0,0,2024-01-01 04:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.14383401293102324,-1,0.0
18,1,bored,bored,81.0,81.0,100.0,-1,1,0,0,0,0,2024-01-01 04:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.1574584186727319,-1,0.0
19,1,bored,bored,80.0,80.0,100.0,-1,1,0,0,0,0,2024-01-01 04:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.1709999999999999,-1,0.0
20,1,bored,bored,79.0,79.0,100.0,-1,1,0,0,0,0,2024-01-01 05:00:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.18445824720006718,-1,0.0
21,1,bored,bored,78.0,78.0,100.0,-1,1,0,0,0,0,2024-01-01 05:15:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.1978326410320684,-1,0.0
22,1,bored,bored,77.0,77.0,100.0,-1,1,0,0,0,0,2024-01-01 05:30:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.2111226524264279,-1,0.0
23,1,bored,bored,76.0,76.0,100.0,-1,1,0,0,0,0,2024-01-01 05:45:00,NIGHT,MONDAY,WINTER,0.3,0.0,0.22432774217080662,-1,0.0
24,1,bored,bored,75.0,75.0,100.0,-1,1,0,0,0,0,2024-01-01 06:00:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.23744736058181756,-1,0.0
25,1,bored,bored,74.0,74.0,100.0,-1,1,0,0,0,0,2024-01-01 06:15:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.250480947161671,-1,0.0
26,1,bored,bored,73.0,73.0,100.0,-1,1,0,0,0,0,2024-01-01 06:30:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.2634279302388457,-1,0.0
27,1,bored,bored,72.0,72.0,100.0,-1,1,0,0,0,0,2024-01-01 06:45:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.2762877265918202,-1,0.0
28,1,bored,bored,71.0,71.0,100.0,-1,1,0,0,0,0,2024-01-01 07:00:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.289059741054823,-1,0.0
29,1,eat,eat,95.0,70.0,100.0,-1,0,0,1,0,0,2024-01-01 07:15:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.3017433661044786,-1,0.0
30,1,bored,bored,94.0,69.0,100.0,-1,1,0,0,0,0,2024-01-01 07:30:00,SUNRISE,MONDAY,WINTER,0.3,0.0,0.17405453724314848,-1,0.0
31,1,bored,bored,93.0,68.0,100.0,-1,1,0,0,0,0,2024-01-01 07:45:00,SUNRISE,MONDAY,WINTER,0.3,0.0,-0.01136381319426974,-1,0.0
32,1,bored,bored,92.0,67.0,100.0,-1,1,0,0,0,0,2024-01-01 08:00:00,MORNING,MONDAY,WINTER,0.3,0.0,0.0031404792276551186,-1,0.0
33,1,bored,bored,91.0,66.0,100.0,-1,1,0,0,0,0,2024-01-01 08:15:00,MORNING,MONDAY,WINTER,0.3,0.0,0.01756699971045958,-1,0.0
34,1,bored,bored,90.0,65.0,100.0,-1,1,0,0,0,0,2024-01-01 08:30:00,MORNING,MONDAY,WINTER,0.3,0.0,0.03191532671057937,-1,0.0
35,1,bored,bored,89.0,64.0,100.0,-1,1,0,0,0,0,2024-01-01 08:45:00,MORNING,MONDAY,WINTER,0.3,0.0,0.04618503175453756,-1,0.0
36,1,bored,bored,88.0,63.0,100.0,-1,1,0,0,0,0,2024-01-01 09:00:00,MORNING,MONDAY,WINTER,0.3,0.0,0.06037567924696227,-1,0.0
37,1,work,work,87.0,62.0,99.0,-1,0,0,0,1,0,2024-01-01 09:15:00,MORNING,MONDAY,WINTER,0.3,0.0,0.07448682627107636,1,0.0
38,1,work,work,86.0,61.0,98.0,-1,0,0,0,1,0,2024-01-01 09:30:00,MORNING,MONDAY,WINTER,0.3,0.0,0.08851802238127313,1,0.006677827450494056
39,1,work,work,85.0,60.0,97.0,-1,0,0,0,1,0,2024-01-01 09:45:00,MORNING,MONDAY,WINTER,0.3,0.0,0.10246880938736944,1,0.01337817751091519
40,1,work,work,84.0,59.0,96.0,-1,0,0,0,1,0,2024-01-01 10:00:00,MORNING,MONDAY,WINTER,0.3,0.0,0.11633872113010466,1,0.02010135714368122
41,1,work,work,83.0,58.0,95.0,-1,0,0,0,1,0,2024-01-01 10:15:00,MORNING,MONDAY,WINTER,0.3,0.0,0.13012728324741893,1,0.02684768070825594
42,1,work,work,82.0,57.0,94.0,-1,0,0,0,1,0,2024-01-01 10:30:00,MORNING,MONDAY,WINTER,0.3,0.0,0.14383401293102324,1,0.03361747021845407
43,1,work,work,81.0,56.0,93.0,-1,0,0,0,1,0,2024-01-01 10:45:00,MORNING,MONDAY,WINTER,0.3,0.0,0.1574584186727319,1,0.040411055611504154
44,1,work,work,80.0,55.0,92.0,-1,0,0,0,1,0,2024-01-01 11:00:00,MORNING,MONDAY,WINTER,0.3,0.0,0.1709999999999999,1,0.04722877502953937
45,1,work,work,79.0,54.0,91.0,-1,0,0,0,1,0,2024-01-01 11:15:00,MORNING,MONDAY,WINTER,0.3,0.0,0.18445824720006718,1,0.05407097511422798
46,1,work,work,78.0,53.0,90.0,-1,0,0,0,1,0,2024-01-01 11:30:00,MORNING,MONDAY,WINTER,0.3,0.0,0.1978326410320684,1,0.06093801131530796
47,1,work,work,77.0,52.0,89.0,-1,0,0,0,1,0,2024-01-01 11:45:00,MORNING,MONDAY,WINTER,0.3,0.0,0.2111226524264279,1,0.06783024821384231
48,1,work,work,76.0,51.0,88.0,-1,0,0,0,1,0,2024-01-01 12:00:00,NOON,MONDAY,WINTER,0.3,0.0,0.22432774217080662,1,0.07474805986106836
49,1,work,work,75.0,50.0,87.0,-1,0,0,0,1,0,2024-01-01 12:15:00,NOON,MONDAY,WINTER,0.3,0.0,0.23744736058181756,1,0.08169183013377801
50,1,work,work,74.0,49.0,86.0,-1,0,0,0,1,0,2024-01-01 12:30:00,NOON,MONDAY,WINTER,0.3,0.0,0.250480947161671,1,0.0886619531072328
51,1,work,work,73.0,48.0,85.0,-1,0,0,0,1,0,2024-01-01 12:45:00,NOON,MONDAY,WINTER,0.3,0.010000000000000009,0.2634279302388457,1,0.09565883344669035
52,1,work,work,72.0,47.0,84.0,-1,0,0,0,1,0,2024-01-01 13:00:00,NOON,MONDAY,WINTER,0.3,0.020000000000000018,0.2762877265918202,1,0.1026828868186993
53,1,bored,bored,71.0,46.0,84.0,-1,1,0,0,0,0,2024-01-01 13:15:00,NOON,MONDAY,WINTER,0.3,0.030000000000000027,0.289059741054823,-1,0.1097345403234058
54,1,eat,eat,95.0,45.0,84.0,-1,0,0,1,0,0,2024-01-01 13:30:00,NOON,MONDAY,WINTER,0.3,0.040000000000000036,0.3017433661044786,-1,0.1097345403234058
55,1,bored,bored,94.0,44.0,84.0,-1,1,0,0,0,0,2024-01-01 13:45:00,NOON,MONDAY,WINTER,0.3,0.050000000000000044,0.17405453724314848,-1,0.1097345403234058
56,1,bored,bored,93.0,43.0,84.0,-1,1,0,0,0,0,2024-01-01 14:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.06000000000000005,-0.01136381319426974,-1,0.1097345403234058
57,1,work,work,92.0,42.0,83.0,-1,0,0,0,1,0,2024-01-01 14:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.07000000000000006,0.0031404792276551186,1,0.1097345403234058
58,1,work,work,91.0,41.0,82.0,-1,0,0,0,1,0,2024-01-01 14:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.08000000000000007,0.01756699971045958,1,0.11681423294920745
59,1,work,work,90.0,40.0,81.0,-1,0,0,0,1,0,2024-01-01 14:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.09000000000000008,0.03191532671057937,1,0.12392241605119536
60,1,work,work,89.0,39.0,80.0,-1,0,0,0,1,0,2024-01-01 15:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.09999999999999998,0.04618503175453756,1,0.13105955385493318
61,1,work,work,88.0,38.0,79.0,-1,0,0,0,1,0,2024-01-01 15:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.10999999999999999,0.06037567924696227,1,0.13822612398724643
62,1,work,work,87.0,37.0,78.0,-1,0,0,0,1,0,2024-01-01 15:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.12,0.07448682627107636,1,0.1454226180358258
63,1,work,work,86.0,36.0,77.0,-1,0,0,0,1,0,2024-01-01 15:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.13,0.08851802238127313,1,0.15264954213959425
64,1,work,work,85.0,35.0,76.0,-1,0,0,0,1,0,2024-01-01 16:00:00,AFTERNOON,MONDAY,WINTER,0.3,0.14,0.10246880938736944,1,0.15990741761194727
65,1,work,work,84.0,34.0,75.0,-1,0,0,0,1,0,2024-01-01 16:15:00,AFTERNOON,MONDAY,WINTER,0.3,0.15000000000000002,0.11633872113010466,1,0.16719678159914697
66,1,work,work,83.0,33.0,74.0,-1,0,0,0,1,0,2024-01-01 16:30:00,AFTERNOON,MONDAY,WINTER,0.3,0.15999999999999992,0.13012728324741893,1,0.17451818777634331
67,1,work,work,82.0,32.0,73.0,-1,0,0,0,1,0,2024-01-01 16:45:00,AFTERNOON,MONDAY,WINTER,0.3,0.16999999999999993,0.14383401293102324,1,0.18187220708390528
68,1,work,work,81.0,31.0,72.0,-1,0,0,0,1,0,2024-01-01 17:00:00,SUNSET,MONDAY,WINTER,0.3,0.17999999999999994,0.1574584186727319,1,0.18925942850697286
69,1,work,work,80.0,30.0,71.0,-1,0,0,0,1,0,2024-01-01 17:15:00,SUNSET,MONDAY,WINTER,0.3,0.18999999999999995,0.1709999999999999,1,0.1966804599013966
70,1,work,work,79.0,29.0,70.0,-1,0,0,0,1,0,2024-01-01 17:30:00,SUNSET,MONDAY,WINTER,0.3,0.19999999999999996,0.18445824720006718,1,0.20413592886950815
71,1,work,work,78.0,28.0,69.0,-1,0,0,0,1,0,2024-01-01 17:45:00,SUNSET,MONDAY,WINTER,0.3,0.20999999999999996,0.1978326410320684,1,0.2116264836894758
72,1,work,work,77.0,27.0,68.0,-1,0,0,0,1,0,2024-01-01 18:00:00,SUNSET,MONDAY,WINTER,0.3,0.21999999999999997,0.2111226524264279,1,0.21915279430233647
73,1,bored,bored,76.0,26.0,68.0,-1,1,0,0,0,0,2024-01-01 18:15:00,SUNSET,MONDAY,WINTER,0.3,0.22999999999999998,0.22432774217080662,-1,0.22671555336117588
74,1,bored,bored,75.0,25.0,68.0,-1,1,0,0,0,0,2024-01-01 18:30:00,SUNSET,MONDAY,WINTER,0.3,0.24,0.23744736058181756,-1,0.22671555336117588
75,1,bored,bored,74.0,24.0,68.0,-1,1,0,0,0,0,2024-01-01 18:45:00,SUNSET,MONDAY,WINTER,0.3,0.25,0.250480947161671,-1,0.22671555336117588
76,1,bored,bored,73.0,23.0,68.0,-1,1,0,0,0,0,2024-01-01 19:00:00,NIGHT,MONDAY,WINTER,0.3,0.26,0.2634279302388457,-1,0.22671555336117588
77,1,bored,bored,72.0,22.0,68.0,-1,1,0,0,0,0,2024-01-01 19:15:00,NIGHT,MONDAY,WINTER,0.3,0.27,0.2762877265918202,-1,0.22671555336117588
78,1,bored,bored,71.0,21.0,68.0,-1,1,0,0,0,0,2024-01-01 19:30:00,NIGHT,MONDAY,WINTER,0.3,0.28,0.289059741054823,-1,0.22671555336117588
79,1,eat,eat,95.0,20.0,68.0,-1,0,0,1,0,0,2024-01-01 19:45:00,NIGHT,MONDAY,WINTER,0.3,0.29000000000000004,0.3017433661044786,-1,0.22671555336117588
80,1,sleep,sleep,94.0,21.5,68.0,-1,0,1,0,0,0,2024-01-01 20:00:00,NIGHT,MONDAY,WINTER,0.3,0.30000000000000004,0.17405453724314848,-1,0.22671555336117588
81,1,sleep,sleep,93.0,23.0,68.0,-1,0,1,0,0,0,2024-01-01 20:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,-0.01136381319426974,-1,0.22671555336117588
82,1,sleep,sleep,92.0,24.5,68.0,-1,0,1,0,0,0,2024-01-01 20:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.0031404792276551186,-1,0.22671555336117588
83,1,sleep,sleep,91.0,26.0,68.0,-1,0,1,0,0,0,2024-01-01 20:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.01756699971045958,-1,0.22671555336117588
84,1,sleep,sleep,90.0,27.5,68.0,-1,0,1,0,0,0,2024-01-01 21:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.03191532671057937,-1,0.22671555336117588
85,1,sleep,sleep,89.0,29.0,68.0,-1,0,1,0,0,0,2024-01-01 21:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.04618503175453756,-1,0.22671555336117588
86,1,sleep,sleep,88.0,30.5,68.0,-1,0,1,0,0,0,2024-01-01 21:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.06037567924696227,-1,0.22671555336117588
87,1,sleep,sleep,87.0,32.0,68.0,-1,0,1,0,0,0,2024-01-01 21:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.07448682627107636,-1,0.22671555336117588
88,1,sleep,sleep,86.0,33.5,68.0,-1,0,1,0,0,0,2024-01-01 22:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.08851802238127313,-1,0.22671555336117588
89,1,sleep,sleep,85.0,35.0,68.0,-1,0,1,0,0,0,2024-01-01 22:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.10246880938736944,-1,0.22671555336117588
90,1,sleep,sleep,84.0,36.5,68.0,-1,0,1,0,0,0,2024-01-01 22:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.11633872113010466,-1,0.22671555336117588
91,1,sleep,sleep,83.0,38.0,68.0,-1,0,1,0,0,0,2024-01-01 22:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.13012728324741893,-1,0.22671555336117588
92,1,sleep,sleep,82.0,39.5,68.0,-1,0,1,0,0,0,2024-01-01 23:00:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.14383401293102324,-1,0.22671555336117588
93,1,sleep,sleep,81.0,41.0,68.0,-1,0,1,0,0,0,2024-01-01 23:15:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.1574584186727319,-1,0.22671555336117588
94,1,sleep,sleep,80.0,42.5,68.0,-1,0,1,0,0,0,2024-01-01 23:30:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.1709999999999999,-1,0.22671555336117588
95,1,sleep,sleep,79.0,44.0,68.0,-1,0,1,0,0,0,2024-01-01 23:45:00,NIGHT,MONDAY,WINTER,0.3,1.0,0.18445824720006718,-1,0.22671555336117588
96,1,sleep,sleep,78.0,45.5,68.0,-1,0,1,0,0,0,2024-01-02 00:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.1978326410320684,-1,0.22671555336117588
97,1,sleep,sleep,77.0,47.0,68.0,-1,0,1,0,0,0,2024-01-02 00:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.2111226524264279,-1,0.22671555336117588
98,1,sleep,sleep,76.0,48.5,68.0,-1,0,1,0,0,0,2024-01-02 00:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.22432774217080662,-1,0.22671555336117588
99,1,sleep,sleep,75.0,50.0,68.0,-1,0,1,0,0,0,2024-01-02 00:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.23744736058181756,-1,0.22671555336117588
100,1,sleep,sleep,74.0,51.5,68.0,-1,0,1,0,0,0,2024-01-02 01:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.250480947161671,-1,0.22671555336117588
101,1,sleep,sleep,73.0,53.0,68.0,-1,0,1,0,0,0,2024-01-02 01:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.2634279302388457,-1,0.22671555336117588
102,1,sleep,sleep,72.0,54.5,68.0,-1,0,1,0,0,0,2024-01-02 01:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.2762877265918202,-1,0.22671555336117588
103,1,sleep,sleep,71.0,56.0,68.0,-1,0,1,0,0,0,2024-01-02 01:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.289059741054823,-1,0.22671555336117588
104,1,sleep,sleep,70.0,57.5,68.0,-1,0,1,0,0,0,2024-01-02 02:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3017433661044786,-1,0.22671555336117588
105,1,sleep,sleep,69.0,59.0,68.0,-1,0,1,0,0,0,2024-01-02 02:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3143379814261472,-1,0.22671555336117588
106,1,sleep,sleep,68.0,60.5,68.0,-1,0,1,0,0,0,2024-01-02 02:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3268429534586529,-1,0.22671555336117588
107,1,sleep,sleep,67.0,62.0,68.0,-1,0,1,0,0,0,2024-01-02 02:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.33925763491599814,-1,0.22671555336117588
108,1,sleep,sleep,66.0,63.5,68.0,-1,0,1,0,0,0,2024-01-02 03:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3515813642845458,-1,0.22671555336117588
109,1,sleep,sleep,65.0,65.0,68.0,-1,0,1,0,0,0,2024-01-02 03:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3638134652940266,-1,0.22671555336117588
110,1,sleep,sleep,64.0,66.5,68.0,-1,0,1,0,0,0,2024-01-02 03:30:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.37595324636059424,-1,0.22671555336117588
111,1,sleep,sleep,63.0,68.0,68.0,-1,0,1,0,0,0,2024-01-02 03:45:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.388,-1,0.22671555336117588
112,1,sleep,sleep,62.0,69.5,68.0,-1,0,1,0,0,0,2024-01-02 04:00:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.3999530022087924,-1,0.22671555336117588
113,1,sleep,sleep,61.0,71.0,68.0,-1,0,1,0,0,0,2024-01-02 04:15:00,NIGHT,TUESDAY,WINTER,0.3,1.0,0.41181151181126774,-1,0.22671555336117588
114,1,sleep,sleep,60.0,72.5,68.0,-1,0,1,0,0,0,2024-01-02 04:30:00,NIGHT,TUESDAY,WINTER,0.3,0.99,0.4235747697696941,-1,0.22671555336117588
115,1,sleep,sleep,59.0,74.0,68.0,-1,0,1,0,0,0,2024-01-02 04:45:00,NIGHT,TUESDAY,WINTER,0.3,0.975,0.43524199845511,-1,0.22671555336117588
116,1,sleep,sleep,58.0,75.5,68.0,-1,0,1,0,0,0,2024-01-02 05:00:00,NIGHT,TUESDAY,WINTER,0.3,0.96,0.44681240087575225,-1,0.22671555336117588
117,1,sleep,sleep,57.0,77.0,68.0,-1,0,1,0,0,0,2024-01-02 05:15:00,NIGHT,TUESDAY,WINTER,0.3,0.945,0.4582851598598934,-1,0.22671555336117588
118,1,sleep,sleep,56.0,78.5,68.0,-1,0,1,0,0,0,2024-01-02 05:30:00,NIGHT,TUESDAY,WINTER,0.3,0.9299999999999999,0.4696594371895674,-1,0.22671555336117588
119,1,sleep,sleep,55.0,80.0,68.0,-1,0,1,0,0,0,2024-01-02 05:45:00,NIGHT,TUESDAY,WINTER,0.3,0.9149999999999999,0.48093437268131856,-1,0.22671555336117588
120,1,sleep,sleep,54.0,81.5,68.0,-1,0,1,0,0,0,2024-01-02 06:00:00,SUNRISE,TUESDAY,WINTER,0.3,0.8999999999999999,0.49210908320973845,-1,0.22671555336117588
121,1,sleep,sleep,53.0,83.0,68.0,-1,0,1,0,0,0,2024-01-02 06:15:00,SUNRISE,TUESDAY,WINTER,0.3,0.885,0.5031826616691252,-1,0.22671555336117588
122,1,sleep,sleep,52.0,84.5,68.0,-1,0,1,0,0,0,2024-01-02 06:30:00,SUNRISE,TUESDAY,WINTER,0.3,0.87,0.5141541758681325,-1,0.22671555336117588
123,1,sleep,sleep,51.0,86.0,68.0,-1,0,1,0,0,0,2024-01-02 06:45:00,SUNRISE,TUESDAY,WINTER,0.3,0.855,0.5250226673517452,-1,0.22671555336117588
124,1,sleep,sleep,50.0,87.5,68.0,-1,0,1,0,0,0,2024-01-02 07:00:00,SUNRISE,TUESDAY,WINTER,0.3,0.84,0.5357871501443147,-1,0.22671555336117588
125,1,sleep,sleep,49.0,89.0,68.0,-1,0,1,0,0,0,2024-01-02 07:15:00,SUNRISE,TUESDAY,WINTER,0.3,0.825,0.5464466094067263,-1,0.22671555336117588
126,1,sleep,sleep,48.0,90.5,68.0,-1,0,1,0,0,0,2024-01-02 07:30:00,SUNRISE,TUESDAY,WINTER,0.3,0.8099999999999999,0.557,-1,0.22671555336117588
127,1,sleep,sleep,47.0,92.0,68.0,-1,0,1,0,0,0,2024-01-02 07:45:00,SUNRISE,TUESDAY,WINTER,0.3,0.7949999999999999,0.5674462449467755,-1,0.22671555336117588
128,1,sleep,sleep,46.0,93.5,68.0,-1,0,1,0,0,0,2024-01-02 08:00:00,MORNING,TUESDAY,WINTER,0.3,0.7799999999999999,0.577784233781151,-1,0.22671555336117588
129,1,sleep,sleep,45.0,95.0,68.0,-1,0,1,0,0,0,2024-01-02 08:15:00,MORNING,TUESDAY,WINTER,0.3,0.7649999999999999,0.5880128207762377,-1,0.22671555336117588
130,1,sleep,sleep,44.0,96.5,68.0,-1,0,1,0,0,0,2024-01-02 08:30:00,MORNING,TUESDAY,WINTER,0.3,0.75,0.5981308230375284,-1,0.22671555336117588
131,1,sleep,sleep,43.0,98.0,68.0,-1,0,1,0,0,0,2024-01-02 08:45:00,MORNING,TUESDAY,WINTER,0.3,0.735,0.6081370184487248,-1,0.22671555336117588
132,1,sleep,sleep,42.0,99.0,68.0,-1,0,1,0,0,0,2024-01-02 09:00:00,MORNING,TUESDAY,WINTER,0.3,0.72,0.6180301434550141,-1,0.22671555336117588
133,1,work,work,41.0,98.0,67.0,-1,0,0,0,1,0,2024-01-02 09:15:00,MORNING,TUESDAY,WINTER,0.3,0.71,0.6278088906668698,1,0.22671555336117588
134,1,work,work,40.0,97.0,66.0,-1,0,0,0,1,0,2024-01-02 09:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.6374719062652533,1,0.2343154773473416
135,1,work,work,39.0,96.0,65.0,-1,0,0,0,1,0,2024-01-02 09:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.6470177871865296,1,0.24195330775904156
136,1,work,work,38.0,95.0,64.0,-1,0,0,0,1,0,2024-01-02 10:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.6564450780624624,1,0.24962981237819237
137,1,work,work,37.0,94.0,63.0,-1,0,0,0,1,0,2024-01-02 10:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.6657522678871789,1,0.2573457866219554
138,1,work,work,36.0,93.0,62.0,-1,0,0,0,1,0,2024-01-02 10:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.674937786378966,1,0.2651020549860382
139,1,work,work,35.0,92.0,61.0,-1,0,0,0,1,0,2024-01-02 10:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.684,1,0.27289947258755265
140,1,work,work,34.0,91.0,60.0,-1,0,0,0,1,0,2024-01-02 11:00:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.6929372075915134,1,0.280738926816017
141,1,work,work,33.0,90.0,59.0,-1,0,0,0,1,0,2024-01-02 11:15:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.7017476355752598,1,0.2886213391019874
142,1,work,work,32.0,89.0,58.0,-1,0,0,0,1,0,2024-01-02 11:30:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.7104294326642451,1,0.29654766681380507
143,1,work,work,31.0,88.0,57.0,-1,0,0,0,1,0,2024-01-02 11:45:00,MORNING,TUESDAY,WINTER,0.3,0.0,0.7189806640162438,1,0.30451890529407544
144,1,work,work,30.0,87.0,56.0,-1,0,0,0,1,0,2024-01-02 12:00:00,NOON,TUESDAY,WINTER,0.3,0.0,0.7273993047522693,1,0.31253609004877014
145,1,work,work,29.0,86.0,55.0,-1,0,0,0,1,0,2024-01-02 12:15:00,NOON,TUESDAY,WINTER,0.3,0.0,0.7356832327484503,1,0.3206002991032757
146,1,work,work,28.0,85.0,54.0,-1,0,0,0,1,0,2024-01-02 12:30:00,NOON,TUESDAY,WINTER,0.3,0.0,0.7438302205930994,1,0.3287126555413432
147,1,work,work,27.0,84.0,53.0,-1,0,0,0,1,0,2024-01-02 12:45:00,NOON,TUESDAY,WINTER,0.3,0.0,0.751837926580383,1,0.33687433024473035
